"","V1","V2"
"1",1.23172390839942,-0.899939553910027
"2",1.4286191027904,-0.814893049390856
"3",1.40513751900782,-0.760808298585938
"4",1.19592924798072,-0.708813406726977
"5",1.18601080740241,-0.674634403101289
"6",1.26196241887983,-0.649132344807531
"7",1.15502859556775,-0.627435730024105
"8",1.12971965826303,-0.617637056876107
"9",1.02401054109239,-0.601812860774915
"10",0.974509320725392,-0.574464757610497
"11",1.11012670592329,-0.557525303649113
"12",1.05937530929811,-0.544589927048175
"13",1.03977360280063,-0.529720964421883
"14",1.02130041604755,-0.505963486466898
"15",0.935998769110607,-0.497470337024151
"16",0.994933517954359,-0.475152257711679
"17",1.00889557192793,-0.459978007125093
"18",1.02340289747139,-0.449516408665312
"19",1.05557045944253,-0.443881735477266
"20",1.09520162324962,-0.441721047820877
"21",1.11424123289918,-0.435906476294443
"22",1.16798650801898,-0.425595348034243
"23",1.09904163575323,-0.43104304602838
"24",0.962661492827589,-0.415008827985628
"25",0.874402291494622,-0.397168125604957
"26",0.927593271381592,-0.386566254484444
"27",0.94168471443227,-0.377676797174593
"28",0.877893751857877,-0.382461926052912
"29",0.791014313440948,-0.367326851618586
"30",0.753958091594524,-0.362070398760084
"31",0.702125603136326,-0.361685715933806
"32",0.74108997711584,-0.36955054803862
"33",0.73943570816956,-0.359379711755409
"34",0.744069788830754,-0.366537430809588
"35",0.736709188011881,-0.354288746796968
"36",0.690905939903376,-0.345039807850089
"37",0.561116511795,-0.338751951859548
"38",0.609103611509722,-0.321704214252229
"39",0.732700575705217,-0.317105204112935
"40",0.723993454396517,-0.309249637830178
"41",0.833808612628787,-0.295384842919447
"42",0.866413995202955,-0.301411173121116
"43",0.993413954367058,-0.314056870471748
"44",1.01619282058334,-0.307170267486065
"45",0.967935493014497,-0.317139977463111
"46",0.952522444277164,-0.314317350241555
"47",0.996621998964118,-0.309582038594689
"48",0.99830064393439,-0.29853125292269
"49",0.938482069564055,-0.288283381051942
"50",0.807722932410396,-0.297142385449502
"51",0.788161806707316,-0.299461615012104
"52",0.765029409793188,-0.307187350670704
"53",0.799997380120341,-0.324857334830962
"54",0.829545862787257,-0.318111560165688
"55",0.766754337211486,-0.3081677528003
"56",0.753846496352346,-0.30879714396135
"57",0.683674695222885,-0.313773238616048
"58",0.569226261388262,-0.316362607921404
"59",0.603180154870202,-0.309401319403566
"60",0.577856788792543,-0.317396911864629
"61",0.534784141288865,-0.323220527391504
"62",0.497623202090789,-0.31069387547902
"63",0.541324456443538,-0.307407058148237
"64",0.529825284755453,-0.302864833315062
"65",0.525772566347012,-0.32269115697519
"66",0.74671916101771,-0.313184059838103
"67",0.789945324466377,-0.31581423651741
"68",0.826008273131508,-0.307396236364158
"69",0.817883052711521,-0.311887230316724
"70",0.763277440513423,-0.309403278611517
"71",0.804576579740964,-0.310109489340564
"72",0.722520411150409,-0.311852557393382
"73",0.826026124934143,-0.316688293305867
"74",0.801566568998405,-0.313730403669141
"75",0.796788009490567,-0.324866191064682
"76",0.82975228156203,-0.313668508084055
"77",0.800228620392619,-0.301394161235667
"78",0.629360518073567,-0.304337329727199
"79",0.693992340246107,-0.300920057387362
"80",0.612972151922731,-0.29534794085303
"81",0.535526565084917,-0.296036899015143
"82",0.629758107817356,-0.290093519333818
"83",0.728879999367453,-0.29248575080923
"84",0.704933020562904,-0.300995061941203
"85",0.732434431273996,-0.311847472208304
"86",0.717044211546447,-0.320928774141412
"87",0.752959113677518,-0.332934320564795
"88",0.736624595187142,-0.322714501501408
"89",0.644155014422337,-0.310774660760079
"90",0.643133856608214,-0.307598504616718
"91",0.694730173100207,-0.310001371048723
"92",0.635748115829168,-0.3102146640715
"93",0.65167177739816,-0.310683674815131
"94",0.59060670144449,-0.314562186215701
"95",0.589933299707561,-0.302417157735914
"96",0.65507288308315,-0.283488863788661
"97",0.729782852658241,-0.276031956095692
"98",0.788057379983626,-0.274572905493515
"99",0.801004286430167,-0.281217410712688
"100",0.835576523212242,-0.2729908430405
"101",0.870430721119638,-0.279716127703862
"102",0.701716001361682,-0.280209648486978
"103",0.633942013481487,-0.272748761488821
"104",0.659946080574776,-0.277848339402191
"105",0.653444693945766,-0.29008139181041
"106",0.626236345206033,-0.283462511495181
"107",0.629300398266709,-0.274695172553354
"108",0.603919387062478,-0.271508509842826
"109",0.582839975179476,-0.278345150099108
"110",0.624016161632735,-0.29559401286924
"111",0.654780974355303,-0.279500411328274
"112",0.680716985110187,-0.287689701253471
"113",0.757826109264065,-0.287042967577479
"114",0.749429181442668,-0.286385058241905
"115",0.740008009365753,-0.287116901487542
"116",0.735276929973977,-0.274261023672239
"117",0.698464316815966,-0.272367123696728
"118",0.592472722394451,-0.274183213095587
"119",0.568337164165156,-0.270519006259032
"120",0.482009157447131,-0.263354262857175
"121",0.508650684727507,-0.258022262613371
"122",0.556054716450262,-0.250916175175569
"123",0.579267070679708,-0.240935296965857
"124",0.628282031960303,-0.254255323413224
"125",0.578114505195869,-0.256291429725192
"126",0.464418812973367,-0.251495308379291
"127",0.326352350437539,-0.252548302883625
"128",0.300706131516273,-0.255602408858032
"129",0.344970835292319,-0.260031847671716
"130",0.432974348912892,-0.252111565664863
"131",0.52295790998572,-0.261905578201025
"132",0.608263845197272,-0.275431912872578
"133",0.586652417563164,-0.270820740299309
"134",0.556429797786306,-0.274698084711176
"135",0.538159661120653,-0.270585184529925
"136",0.573120429217533,-0.267327891661761
"137",0.606441779324027,-0.273031220164466
"138",0.680472133565637,-0.260767815560904
"139",0.654941034373834,-0.27594566792032
"140",0.712760068648094,-0.279252290604573
"141",0.719839667936528,-0.283178456245989
"142",0.598704942715932,-0.284586629720234
"143",0.613357198280541,-0.28414667293647
"144",0.593074106151999,-0.292926193895938
"145",0.636088460103172,-0.282422633350751
"146",0.68998022174314,-0.28343204169945
"147",0.659540895538711,-0.28306780602488
"148",0.566941118871422,-0.281545952481433
"149",0.575894319890396,-0.28379408600971
"150",0.597694772836751,-0.282759265253639
"151",0.636143750492181,-0.286778225388584
"152",0.484252011348119,-0.295988113761981
"153",0.43000799134371,-0.311583384067487
"154",0.459445317152485,-0.313245637485837
"155",0.464258632226229,-0.307719433661164
"156",0.486277650226812,-0.299299899052092
"157",0.550072646086949,-0.295399090968818
"158",0.468497157902016,-0.293277589617498
"159",0.45886730246289,-0.288652903466695
"160",0.511780016502629,-0.280737118072698
"161",0.597125230717447,-0.280976754976413
"162",0.634873755109411,-0.273340453770211
"163",0.561610999365069,-0.27089649824089
"164",0.543292295903564,-0.269665558799791
"165",0.629236339554713,-0.274044891482627
"166",0.700792289195821,-0.280115594091328
"167",0.70832399299725,-0.278096671431791
"168",0.590472755572524,-0.272330456537227
"169",0.659762567638404,-0.27392902437497
"170",0.74681978613792,-0.275432319755507
"171",0.795109716447738,-0.274615983610926
"172",0.783223799261409,-0.26799017598833
"173",0.838161065080781,-0.279442742775349
"174",0.80175896464738,-0.272501811372974
"175",0.836119046121219,-0.281830957693339
"176",0.930740161707989,-0.287146984355285
"177",0.822387307160819,-0.277661550508933
"178",0.882470988410651,-0.273635112744802
"179",0.885587552305267,-0.277632328712177
"180",0.967476850877942,-0.277454103372921
"181",1.07781833151829,-0.277359366316263
"182",1.00954093822752,-0.276016716986137
"183",1.07558032354724,-0.277565670514608
"184",0.999934537445399,-0.280404097905089
"185",0.995890109472972,-0.268082186233386
"186",1.01992532597805,-0.277170311457267
"187",0.999250758293135,-0.272705780857926
"188",0.992856582994933,-0.274429738635441
