"","V1","V2","V3","V4"
"1",0,0.248996418728673,1.75985467025193,-0.271690863326059
"2",0,0.325237176573432,1.1259527866677,-0.209120665943202
"3",0,0.00123805210893346,0.86113084915382,-0.0149878417259673
"4",0,0.434918969756618,0.659871896135376,0.782401412551085
"5",0,0.676091296427812,1.32237982286848,0.565178272743937
"6",0,0.149507813910204,1.3060178695709,0.387303283854423
"7",0,0.365691263476321,1.0971352078634,0.536243901533893
"8",0,0.444997562756359,1.19345948154092,0.434388464225137
"9",0,0.468742741303184,1.42621372677826,0.315696550704304
"10",0,0.913770469434495,1.69699709035898,0.088844526907056
"11",0,0.60940670152365,1.44027077901765,0.297738479051539
"12",0,0.419424163622869,0.928784009978482,0.288240886669597
"13",0,0.177416365070439,1.32316978886413,0.294620822748604
"14",0,0.575866368090638,1.24594549780295,0.0491499795932124
"15",0,0.165162864466245,1.52713387845383,0.162539513874154
"16",0,-0.251176930299017,1.10150468236214,0.298408956840411
"17",0,-0.1023277845912,0.973082705860158,0.117617383692199
"18",0,0.0536339518625996,1.31404022167497,-0.0264443766034263
"19",0,0.0509290422762445,1.1361581269889,-0.293518539078721
"20",0,0.0531887554159016,0.842848774365687,-0.336988737399432
"21",0,-0.0155149588755191,0.819815304670632,-0.0135105119708482
"22",0,-0.154027792294137,1.17604509128487,0.0228380231901714
"23",0,0.353410766166269,1.28437787893383,0.134760900064777
"24",0,0.371211682061391,1.19471111334036,-0.343856739044073
"25",0,0.00222495102605624,0.988212697944284,0.0221303936769123
"26",0,0.0317180285823473,0.690576018687957,0.192589293699513
"27",0,0.249347248409829,1.41122876981374,0.519700364501039
"28",0,-0.037496294512529,0.691609480493722,-0.105971438851705
"29",0,0.0254029290860288,0.481859049043058,0.244660401670198
"30",0,-0.182564428484588,1.15757439600944,-0.149654832261092
"31",0,-0.324901326839034,1.1768422995553,-0.243953926040384
"32",0,0.0818543834081573,0.668879678681093,-0.233276421216016
"33",0,0.0607724410995692,0.71716694019346,-0.0839878923744226
"34",0,0.152376230928838,1.08828335411831,0.148506737691538
"35",0,0.0173449190983559,1.38701300377347,-0.0893117101226597
"36",0,-0.257919444387245,0.929545056049842,-0.0263778693349631
"37",0,-0.17008528288858,0.862521079429875,-0.186868158346947
"38",0,-0.495130518285542,0.757159917089984,-0.13288362302524
"39",0,-0.210665232674404,0.88205137047834,-0.148370798810629
"40",0,-0.0222252684173447,1.03816409245616,-0.481358034892911
"41",0,-0.0239737044861115,0.998089625215272,-0.117239212830998
"42",0,0.188901725145266,1.23176988550795,0.0340141460670597
"43",0,0.0250937167616808,0.92383772206321,-0.226051355058581
"44",0,0.245794111444068,1.41610232382176,0.338678929287057
"45",0,0.416190053442477,1.176895701487,0.084229560215717
"46",0,0.12398547078407,1.12757637598754,0.232202207325291
"47",0,0.087688394263172,1.14551165607079,0.135187057692676
"48",0,-0.142744631202491,1.0284205417256,-0.0229953333074142
"49",0,-0.137661125684299,1.11025447535423,0.143804543012181
"50",0,0.0845814819226885,0.964581205819691,0.138679849631407
"51",0,0.486944126838784,1.2155375645497,0.0397019869730298
"52",0,0.338823381360906,1.27007909802016,0.11021844204246
"53",0,0.296545944791469,1.19354119545884,0.131446500531289
"54",0,0.117140269745877,1.35447520514475,-0.169698907716877
"55",0,0.350122787680768,1.10809703968795,-0.265034231114953
"56",0,0.426670648273076,1.28724650476838,-0.286620593360101
"57",0,0.634328931225225,1.05662571912773,0.161068269286085
"58",0,0.454774069971448,1.4076489746354,0.4602460412152
"59",0,0.665250729236447,1.37491734717543,0.547977702511271
"60",0,0.311403657245317,1.84636524791049,0.446552323963541
"61",0,0.471603291372997,1.5684007168845,0.118313361471379
"62",0,0.618858286551781,1.00757655141707,0.100328497665048
"63",0,0.514894732020945,1.0348399827957,0.286873143818228
"64",0,0.377874575975555,1.38576843488473,0.010069072505056
"65",0,0.864036445721234,1.23339855206993,0.446238954037268
"66",0,0.463349299338337,1.27534810159227,0.294955011658837
"67",0,0.709906550321996,1.17149961147972,0.245294748680193
"68",0,0.880745314491049,0.962973551818414,0.043107153884414
"69",0,0.506697649964754,1.7841850467025,0.0777795520902463
"70",0,0.483257259650542,1.42260806826581,0.247500202095097
