"","V1","V2","V3","V4"
"1",0,-0.618434337746586,0.612103050989586,1.03015190773347
"2",0,-0.642699544484022,0.596060996953365,1.09902466541255
"3",0,-0.619971162928305,0.594995117332798,1.11687916151916
"4",0,-0.601197132911629,0.598499653068218,1.15093757108059
"5",0,-0.60064824833242,0.598935737865459,1.16190240980912
"6",0,-0.608918433503317,0.608984549365429,1.16676345405407
"7",0,-0.601781565214616,0.597801986810693,1.1725716819395
"8",0,-0.605337039385775,0.602426995482318,1.17135745933243
"9",0,-0.610650869957184,0.595323664098488,1.17767565669262
"10",0,-0.610460783449243,0.590123962238796,1.18588445557472
"11",0,-0.609474147133555,0.590785752269927,1.19232800037897
"12",0,-0.610957297483792,0.585090986634295,1.19625222598978
"13",0,-0.598488348675419,0.57997269387229,1.20079300477339
"14",0,-0.609188727084669,0.572212807576066,1.19486658891338
"15",0,-0.605801807129991,0.58610987406148,1.19678288944861
"16",0,-0.606232780403376,0.584331199094857,1.18842506094334
"17",0,-0.588740250548872,0.590551135459736,1.18977508464491
"18",0,-0.583845777197293,0.598570612084606,1.18764043316315
"19",0,-0.590311831837319,0.595344155255395,1.19587995783552
"20",0,-0.582595119715077,0.601971771762774,1.19759118582998
"21",0,-0.581009830895577,0.600518928901385,1.19744689712577
"22",0,-0.590141570129768,0.599849488248217,1.19288596102361
"23",0,-0.589304726396953,0.593845818819646,1.18812465242615
"24",0,-0.5860727763163,0.592080784182567,1.1854996073297
"25",0,-0.593196143375857,0.595903629429578,1.18146162563168
"26",0,-0.594325647697086,0.601537680623376,1.19556412489794
"27",0,-0.594607822778104,0.604384781837335,1.20037967487088
"28",0,-0.596386664245241,0.602161120970937,1.19759551261448
"29",0,-0.592584014185208,0.596113439194471,1.20296833900586
"30",0,-0.578702190781955,0.599501451550257,1.20773396225338
"31",0,-0.583205603558554,0.60431691735832,1.19663933681904
"32",0,-0.580658100785156,0.602920662321753,1.20090019527661
"33",0,-0.585753171700691,0.607948853455323,1.2017000145192
"34",0,-0.587887206308382,0.603564205529675,1.19449591306577
"35",0,-0.59290007726837,0.593643368670473,1.1949481644262
"36",0,-0.597990633527632,0.595790455782373,1.19084494537402
"37",0,-0.590622600660005,0.602558184120031,1.19804510613457
"38",0,-0.592656663580204,0.609325532531281,1.1933871038135
"39",0,-0.588066235470718,0.601284308678902,1.19540425304599
"40",0,-0.590229205726006,0.599934182635976,1.20223754482504
